Fiscal Year,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,NAICS,Tax ID,State,City,ZIP,Cleaned Employer Name,USCIS Company Name,slug,companyURL,companyMembersURL,employeesCount,LinkedIn Company Name,LinkedIn Company IDs
2022,9,0,39,1,54,2217,CA,SAN DIEGO,92127,TERADATA OPERATIONS,TERADATA OPERATIONS INC,teradata,https://www.linkedin.com/company/teradata,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221466%22%2C%2214996%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Teradata,10728,1466|14996
2022,61,4,86,1,54,9502,CA,LOS ANGELES,90064,TERASAKI INST FOR BIOMEDICAL INNOVATION,TERASAKI INST FOR BIOMEDICAL INNOVATION,terasaki-inst,https://www.linkedin.com/company/terasaki-inst,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218300044%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Terasaki Institute for Biomedical Innovation …,80,18300044
2022,336,3,771,11,33,7729,CA,SAN DIEGO,92192,TESLA,TESLA INC,tesla-motors,https://www.linkedin.com/company/tesla-motors,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215564%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Tesla,53187,15564
2022,14,0,12,0,54,5389,CA,SAN JOSE,95110,TESSOLVEDTS,TESSOLVEDTS INC,tessolvedts-inc.-401-k-,https://www.linkedin.com/company/tessolvedts-inc.-401-k-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2260516927%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"TESSOLVEDTS, INC. 401(K)",7,60516927
2022,3,0,29,0,51,7040,CA,SAN FRANCISCO,94402,TEXTNOW,TEXTNOW INC,enflick-inc-,https://www.linkedin.com/company/enflick-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22529693%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,TextNow,228,529693
2022,1,2,25,0,54,2365,CA,IRVINE,92618,THALES AVIONICS IFE,THALES AVIONICS INC IFE,thales,https://www.linkedin.com/company/thales,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221951%22%2C%221003745%22%2C%22239078%22%2C%222683%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Thales,68649,1951|1003745|239078|2683
2022,3,0,9,0,54,7752,CA,IRVINE,92618,THALES DIS CPL,THALES DIS CPL USA INC,thalesesecurity,https://in.linkedin.com/company/thalesesecurity,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2222579%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Thales Cloud Security,602,22579
2022,5,1,35,1,54,2032,CA,VALENCIA,91355,THE ALFRED E MANN FOUNDATION FOR SCIENTIFIC RESEARCH,THE ALFRED E MANN FOUNDATION FOR SCIENTIFIC RESEARCH,alfredmannfoundation,https://www.linkedin.com/company/alfredmannfoundation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22371545%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Alfred Mann Foundation,81,371545
2022,0,0,6,0,51,2475,CA,PALO ALTO,94306,THE BASE HOLDING CO MUSHROOM G,THE BASE HOLDING CO DBA MUSHROOM G,base-club,https://in.linkedin.com/company/base-club,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2231430292%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Mushroom.gg,27,31430292
2022,9,0,13,0,54,8625,CA,SANTA MONICA,90403,THE CAPITAL PROJECTS GROUP,THE CAPITAL PROJECTS GROUP,the-capital-projects-group,https://www.linkedin.com/company/the-capital-projects-group,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223822961%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The Capital Projects Group,6,3822961
2022,0,0,39,0,32,526,CA,PLEASANTON,94588,THE CLOROX SERVICES COMPANY,THE CLOROX SERVICES COMPANY,the-clorox-company,https://www.linkedin.com/company/the-clorox-company,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22166360%22%2C%2222679%22%2C%227718772%22%2C%2222342657%22%2C%2211395172%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The Clorox Company,7153,166360|22679|7718772|22342657|11395172
2022,6,0,20,0,54,7842,CA,LOS ANGELES,90017,THE CODE SOLUTION,THE CODE SOLUTION,the-code-solution,https://www.linkedin.com/company/the-code-solution,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223294164%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The Code Solution,23,3294164
2022,0,0,5,0,81,1966,CA,SACRAMENTO,95814,THE CTR TO PROMOTE HEALTHCARE ACCE,THE CTR TO PROMOTE HEALTHCARE ACCE,cartahealthcare,https://www.linkedin.com/company/cartahealthcare,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218706683%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Carta Healthcare,74,18706683
2022,14,1,5,1,54,3904,CA,SAN RAMON,94583,THE DANVILLE GROUP ROOSTOCK SOFTWARE,THE DANVILLE GROUP INC DBA ROOSTOCK SOFTWARE,rootstock-software,https://www.linkedin.com/company/rootstock-software,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222389168%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Rootstock Software,123,2389168
2022,4,0,42,0,54,7504,CA,SAN RAFAEL,94901,THE DON VITA COMPANY VITA VITA PLANNING LANDSCAPE ARCHITECTURE,THE DON VITA COMPANY DBA VITA VITA PLANNING LANDSCAPE ARCHITECTURE INC,vita-landscape-architecture,https://www.linkedin.com/company/vita-landscape-architecture,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223596164%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,VITA Planning & Landscape Architecture,40,3596164
2022,22,1,141,2,44,7231,CA,SAN FRANCISCO,94105,THE GAP,THE GAP INC,gap-inc-,https://www.linkedin.com/company/gap-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221677%22%2C%221678%22%2C%22165295%22%2C%22807593%22%2C%2232300%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Gap Inc.,61366,1677|1678|165295|807593|32300
2022,2,0,6,0,51,2952,CA,MOUNTAIN VIEW,94040,THE GOSPEL HERALD,THE GOSPEL HERALD INC,gospel-herald,https://www.linkedin.com/company/gospel-herald,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222041130%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The Gospel Herald,1,2041130
2022,0,0,5,0,62,1374,CA,MODESTO,95355,THE GOULD MEDICAL GROUP,THE GOULD MEDICAL GROUP INC,gould-medical-group,https://www.linkedin.com/company/gould-medical-group,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224020018%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Gould Medical Group,68,4020018
2022,2,0,5,0,54,4016,CA,NEWPORT BEACH,92663,THE HILL PARTNERSHIP HPI ARCHITECTURE,THE HILL PARTNERSHIP INC DBA HPI ARCHITECTURE,hill-partnerships-ltd,https://www.linkedin.com/company/hill-partnerships-ltd,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221979618%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Hill Partnerships,186,1979618
2022,15,0,6,0,54,3666,CA,SAN FRANCISCO,94158,THE J DAVID GLADSTONE INSTITUTES,THE J DAVID GLADSTONE INSTITUTES,gladstoneinstitutes,https://fr.linkedin.com/company/gladstoneinstitutes,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22289663%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Gladstone Institutes,494,289663
2022,1,0,5,0,54,5812,CA,LOS ANGELES,90071,THE JERDE PARTNERSHIP,THE JERDE PARTNERSHIP INC,the-jerde-partnership,https://www.linkedin.com/company/the-jerde-partnership,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2250367%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,JERDE,134,50367
2022,320,3,209,4,61,6365,CA,MOUNTAIN VIEW,94035,THE LELAND STANFORD JR UNIVERSITY,THE LELAND STANFORD JR UNIVERSITY,leland-stanford-jr.-university,https://www.linkedin.com/company/leland-stanford-jr.-university,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2257034048%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Leland Stanford Jr. University,2,57034048
2022,5,0,8,0,54,1618,CA,LA JOLLA,92037,THE LOWY MEDICAL RESEARCH INSTITUTE,THE LOWY MEDICAL RESEARCH INSTITUTE,lowy-medical-research-institute-inc,https://www.linkedin.com/company/lowy-medical-research-institute-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215654704%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,LOWY MEDICAL RESEARCH INSTITUTE INC,10,15654704
2022,13,0,83,2,54,1131,CA,LA JOLLA,92093,THE LUDWIG INSTITUTE FOR CANCER RESEARCH LTD,THE LUDWIG INSTITUTE FOR CANCER RESEARCH LTD,ludwig-institute-for-cancer-research,https://www.linkedin.com/company/ludwig-institute-for-cancer-research/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22164780%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Ludwig Cancer Research,244,164780
2022,4,0,5,0,51,4281,CA,CULVER CITY,90232,THE MILL GROUP,THE MILL GROUP INC,the-mill-group,https://www.linkedin.com/company/the-mill-group,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221070207%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The Mill Group,19,1070207
2022,8,0,7,1,54,7903,CA,ANAHEIM,92808,THE NETWORK PRO,THE NETWORK PRO INC,the-network-pro,https://www.linkedin.com/company/the-network-pro,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222281319%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"The Network Pro, Inc",39,2281319
2022,2,0,7,0,54,8142,CA,SANTA MONICA,90401,THE RAND CORPORATION,THE RAND CORPORATION,rand-corporation,https://www.linkedin.com/company/rand-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22165654%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,RAND Corporation,2559,165654
2022,2,0,8,0,45,4222,CA,SAN FRANCISCO,94133,THE REALREAL,THE REALREAL INC,the-realreal,https://www.linkedin.com/company/the-realreal,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222378851%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The RealReal,2454,2378851
2022,47,0,139,1,51,8894,CA,SAN DIEGO,92121,THE SAN DIEGO UNION TRIBUNE,THE SAN DIEGO UNION TRIBUNE LLC,the-san-diego-union-tribune,https://www.linkedin.com/company/the-san-diego-union-tribune,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210513%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The San Diego Union-Tribune,442,10513
2022,37,0,19,0,54,5954,CA,LA JOLLA,92037,THE SCRIPPS RESEARCH INSTITUTE,THE SCRIPPS RESEARCH INSTITUTE,california-institute-for-biomedical-research,https://www.linkedin.com/company/california-institute-for-biomedical-research,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222695755%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Calibr at Scripps Research,126,2695755
2022,26,0,19,0,62,122,CA,WALNUT CREEK,94598,THE SPEECH PATHOLOGY GROUP,THE SPEECH PATHOLOGY GROUP INC,speechpathology-com,https://www.linkedin.com/company/speechpathology-com,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221719333%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,SpeechPathology.com,26,1719333
2022,59,3,92,4,54,8201,CA,BURLINGAME,94010,THE SPHERE INSTITUTE,THE SPHERE INSTITUTE,acumen-llc,https://www.linkedin.com/company/acumen-llc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22343453%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Acumen, LLC",610,343453
2022,2,0,6,0,54,6608,CA,BURBANK,91506,THE TEAM COMPANIES,THE TEAM COMPANIES,theteamcompanies,https://www.linkedin.com/company/theteamcompanies,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221152372%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"The TEAM Companies, LLC",168,1152372
2022,6,0,24,2,51,7399,CA,VENTURA,93001,THE TRADE DESK,THE TRADE DESK INC,the-trade-desk,https://www.linkedin.com/company/the-trade-desk,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22892001%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The Trade Desk,3066,892001
2022,0,0,5,0,54,7399,CA,VENTURA,93001,THE TRADE DESK,THE TRADE DESK INC,the-trade-desk,https://www.linkedin.com/company/the-trade-desk,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22892001%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The Trade Desk,3066,892001
2022,0,0,5,0,31,6233,CA,TRACY,95377,THE WINE GROUP,THE WINE GROUP LLC,thewinegroup,https://www.linkedin.com/company/thewinegroup,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2236831%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The Wine Group,831,36831
2022,1,0,22,0,31,9394,CA,LOS ANGELES,90064,THE WONDERFUL COMPANY,THE WONDERFUL COMPANY LLC,the-wonderful-company,https://www.linkedin.com/company/the-wonderful-company,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210911%22%2C%22329175%22%2C%221079700%22%2C%2210913%22%2C%2264980%22%2C%2210290%22%2C%221552582%22%2C%2210912%22%2C%2230977%22%2C%225237260%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,The Wonderful Company,4365,10911|329175|1079700|10913|64980|10290|1552582|10912|30977|5237260
2022,9,0,15,0,54,6232,CA,SAN JOSE,95128,THELOOPS AI,THELOOPS AI INC,theloops,https://www.linkedin.com/company/theloops,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2271276729%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,TheLoops,18,71276729
2022,21,0,69,1,54,849,CA,SAN RAMON,94583,THEMESOFTEK,THEMESOFTEK LLC,themesoftek,https://www.linkedin.com/company/themesoftek,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218058741%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Themesoftek LLC,8,18058741
2022,8,1,135,0,52,10,CA,SAN MATEO,94402,THEOREM PARTNERS,THEOREM PARTNERS LLC,theorem-lp,https://www.linkedin.com/company/theorem-lp,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210822023%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Theorem,65,10822023
2022,2,0,7,0,62,9749,CA,SANTA ANA,92707,THERAGEN,THERAGEN LLC,theragen,https://www.linkedin.com/company/theragen,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210994468%22%2C%22899451%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Theragen,101,10994468|899451
2022,0,0,7,0,62,3169,CA,LOS ANGELES,90066,THERAPY WEST,THERAPY WEST INC,physical-therapy-west-inc,https://www.linkedin.com/company/physical-therapy-west-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215268938%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,PHYSICAL THERAPY WEST INC,4,15268938
2022,7,0,12,0,54,1245,CA,SOUTH SAN FRANCISCO,94080,THERAVANCE BIOPHARMA U S,THERAVANCE BIOPHARMA U S INC,theravance-biopharma-inc-,https://www.linkedin.com/company/theravance-biopharma-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%225558032%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Theravance Biopharma US, Inc.",214,5558032
2022,5,0,10,0,51,6845,CA,LOS ANGELES,90012,THINGY THING EXTRA CARD,THINGY THING INC DBA EXTRA CARD,extracard,https://www.linkedin.com/company/extracard,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2234768984%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Extra Card,124,34768984
2022,3,1,10,0,54,2490,CA,BURLINGAME,94010,THOUGHT PENNIES,THOUGHT PENNIES INC,thought-pennies,https://www.linkedin.com/company/thought-pennies,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2269932492%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Thought Pennies,34,69932492
2022,1,0,19,0,51,1442,CA,SAN JOSE,95124,THOUGHTSPOT,THOUGHTSPOT INC,thoughtspot,https://www.linkedin.com/company/thoughtspot,https://www.linkedin.com/search/results/people/?currentCompany=%5B%222647843%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,ThoughtSpot,800,2647843
2022,5,0,8,0,45,9181,CA,OAKLAND,94607,THREDUP,THREDUP INC,thredup,https://www.linkedin.com/company/thredup,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22316197%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,thredUP,859,316197
2022,0,0,7,0,44,8763,CA,LOS ANGELES,90066,THRIVE MARKET,THRIVE MARKET INC,thrivemarket,https://www.linkedin.com/company/thrivemarket,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223675758%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Thrive Market,555,3675758
2022,7,0,22,0,54,2641,CA,SAN FRANCISCO,94103,THUMBTACK,THUMBTACK INC,thumbtack-inc.,https://www.linkedin.com/company/thumbtack-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22912833%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Thumbtack,1306,912833
2022,6,0,11,0,33,8156,CA,EL CAJON,92020,THUNDERBIRD PRODUCTS,THUNDERBIRD PRODUCTS INC,thunderbird-products-inc.,https://www.linkedin.com/company/thunderbird-products-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215985028%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"THUNDERBIRD PRODUCTS, INC.",1,15985028
2022,27,0,62,1,54,9855,CA,MILPITAS,95035,THUNDERSOFT AMERICA CORPORATION,THUNDERSOFT AMERICA CORPORATION,thundersoft,https://www.linkedin.com/company/thundersoft,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221853011%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,ThunderSoft,761,1853011
2022,16,0,55,1,54,9727,CA,PALO ALTO,94304,TIBCO SOFTWARE,TIBCO SOFTWARE INC,tibco,https://www.linkedin.com/company/tibco/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223420%22%2C%2255992%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,TIBCO,4192,3420|55992
2022,2,0,16,0,54,5198,CA,SAN FRANCISCO,94129,TIDES NETWORK,TIDES NETWORK,tides,https://www.linkedin.com/company/tides,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22598754%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Tides,304,598754
2022,0,0,5,1,51,1424,CA,SAN FRANCISCO,94114,TIGEREYE LABS,TIGEREYE LABS INC,tigereye,https://www.linkedin.com/company/tigereye,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2287210697%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,TigerEye,15,87210697
2022,11,0,9,0,54,7393,CA,REDWOOD CITY,94065,TIGERGRAPH,TIGERGRAPH INC,tigergraph,https://www.linkedin.com/company/tigergraph,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223693966%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,TigerGraph,236,3693966
2022,4,0,5,0,54,3420,CA,OAKLAND,94607,"TIGHTROPE INTERACTIVE,","TIGHTROPE INTERACTIVE, INC",tightrope-interactive-inc.,https://www.linkedin.com/company/tightrope-interactive-inc.,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221065334%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Tightrope Interactive, Inc.",28,1065334
2022,45,0,7,0,54,2853,CA,MOUNTAIN VIEW,94041,TIKTOK,TIKTOK INC,tiktok,https://www.linkedin.com/company/tiktok,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2233246798%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,TikTok,39407,33246798
2022,28,1,229,2,51,2853,CA,CULVER CITY,90230,TIKTOK,TIKTOK INC,tiktok,https://www.linkedin.com/company/tiktok,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2233246798%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,TikTok,39407,33246798
2022,11,0,18,1,54,6509,CA,SAN MATEO,94403,TILE,TILE INC,tile-inc,https://www.linkedin.com/company/tile-inc/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2215736548%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,TILE INC,6,15736548
2022,0,0,5,0,54,3244,CA,SAN DIEGO,92121,TILLSTER,TILLSTER INC,tillster,https://www.linkedin.com/company/tillster,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2240494%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Tillster,261,40494
2022,12,0,28,1,54,8315,CA,MILLBRAE,94030,TIME ADVERTISING,TIME ADVERTISING INC,time-advertising-inc-,https://www.linkedin.com/company/time-advertising-inc-,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224858366%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Time Advertising, Inc.",17,4858366
2022,1,0,9,1,54,4475,CA,OAKLAND,94607,TIMPSON GARCIA LLP,TIMPSON GARCIA LLP,timpson-garcia-llp,https://www.linkedin.com/company/timpson-garcia-llp,https://www.linkedin.com/search/results/people/?currentCompany=%5B%224032414%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Timpson Garcia, LLP",6,4032414
2022,2,0,6,0,54,7609,CA,LOS ANGELES,90039,TITAN SPACE TECHNOLOGIES CORP,TITAN SPACE TECHNOLOGIES CORP,titanspaceco,https://www.linkedin.com/company/titanspaceco,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2279897823%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Titan Space Technologies,14,79897823
2022,20,0,17,1,54,4626,CA,SANTA MONICA,90401,TIXR,TIXR INC,tixr,https://www.linkedin.com/company/tixr,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223078527%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Tixr,88,3078527
2022,14,1,12,0,54,8210,CA,SAN FRANCISCO,94107,TODD R COLE LA,TODD R COLE LA INC,todd-rutkin-inc,https://www.linkedin.com/company/todd-rutkin-inc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%228891894%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Todd Rutkin Inc,10,8891894
2022,2,0,6,0,51,2997,CA,REDWOOD CITY,94063,TOGETHER LABS,TOGETHER LABS INC,togetherlabs,https://www.linkedin.com/company/togetherlabs,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2271066104%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Together Labs,124,71066104
2022,1,0,13,0,54,2995,CA,PLACENTIA,92870,TOMA CPA PC,TOMA CPA PC,thomas-&-associates-cpa-pc,https://www.linkedin.com/company/thomas-&-associates-cpa-pc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%221635999%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,"Thomas & Associates, CPA PC",4,1635999
2022,20,0,66,3,54,5299,CA,SAN FRANCISCO,94107,TONAL SYSTEMS,TONAL SYSTEMS INC,tonal-strong,https://www.linkedin.com/company/tonal-strong,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2216164526%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Tonal,410,16164526
2022,24,0,10,0,54,9229,CA,PALO ALTO,94301,TONKEAN,TONKEAN INC,tonkean,https://www.linkedin.com/company/tonkean,https://www.linkedin.com/search/results/people/?currentCompany=%5B%226430355%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Tonkean,76,6430355
2022,0,0,7,0,54,7596,CA,LIVERMORE,94550,TOPCON POSITIONING SYSTEMS,TOPCON POSITIONING SYSTEMS INC,topconagriculture,https://in.linkedin.com/company/topconagriculture,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2218083039%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Topcon Agriculture,183,18083039
2022,9,0,65,2,54,8462,CA,SANTA ANA,92705,TOPP & LAU AN ACCOUNTANCY CORPORATION,TOPP & LAU INC AN ACCOUNTANCY CORPORATION,topp-&-lau---an-accountancy-corporation,https://www.linkedin.com/company/topp-&-lau---an-accountancy-corporation,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2256342714%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Topp & Lau - An Accountancy Corporation,5,56342714
2022,2,0,7,0,44,8005,CA,CITY INDUSTRY,91748,TORRID,TORRID LLC,torrid,https://www.linkedin.com/company/torrid,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2236749%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Torrid,3646,36749
2022,4,0,13,0,54,429,CA,LOS ALTOS,94022,TOYOTA RESEARCH INSTITUTE,TOYOTA RESEARCH INSTITUTE INC,toyota-research-institute,https://www.linkedin.com/company/toyota-research-institute,https://www.linkedin.com/search/results/people/?currentCompany=%5B%227596053%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Toyota Research Institute,353,7596053
2022,0,0,5,0,54,6514,CA,IRVINE,92618,TRACE3,TRACE3 LLC,trace3,https://www.linkedin.com/company/trace3,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2257432%22%2C%2232018%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Trace3,1172,57432|32018
2022,22,1,11,0,54,5194,CA,REDWOOD CITY,94063,TRACEAIR TECHNOLOGIES,TRACEAIR TECHNOLOGIES INC,traceair,https://www.linkedin.com/company/traceair,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2210375165%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,TraceAir Technologies,79,10375165
2022,3,0,5,0,33,107,CA,SAN JOSE,95112,TRACKONOMY SYSTEMS,TRACKONOMY SYSTEMS INC,trackonomy-systems,https://www.linkedin.com/company/trackonomy-systems,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2281232109%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,TRACKONOMY SYSTEMS,22,81232109
2022,2,0,6,0,54,3485,CA,SAN FRANCISCO,94105,TRADESHIFT,TRADESHIFT INC,tradeshift,https://www.linkedin.com/company/tradeshift,https://www.linkedin.com/search/results/people/?currentCompany=%5B%22845066%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Tradeshift,627,845066
2022,17,0,29,2,54,6447,CA,MOUNTAIN VIEW,94043,TRANSFORM TECH SOLUTIONS,TRANSFORM TECH SOLUTIONS INC,transform-technology-solutions,https://www.linkedin.com/company/transform-technology-solutions/,https://www.linkedin.com/search/results/people/?currentCompany=%5B%223253600%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Transform Technology Solutions : …,5,3253600
2022,0,0,6,0,62,4652,CA,LONG BEACH,90806,TRANSLATIONAL PULMONARY & IMMUNOLO,TRANSLATIONAL PULMONARY & IMMUNOLO,tpirc,https://www.linkedin.com/company/tpirc,https://www.linkedin.com/search/results/people/?currentCompany=%5B%2216059643%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Translational Pulmonary and Immunology Research Center,49,16059643
2022,8,0,11,0,45,9646,CA,SAN MARINO,91108,TRANSOCEAN RESOURCES MANAGEMENT IN,TRANSOCEAN RESOURCES MANAGEMENT IN,transocean,https://www.linkedin.com/company/transocean,https://www.linkedin.com/search/results/people/?currentCompany=%5B%228210%22%5D&origin=COMPANY_PAGE_CANNED_SEARCH,Transocean,9743,8210
