Fiscal Year,Employer,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,NAICS,Tax ID,State,City,ZIP,Cleaned Employer Name,LinkedIn ID
2022,PEAK17 CONSULTING INC,13,0,21,0,54,5571,CO,CENTENNIAL,80112,PEAK17 CONSULTING,
2022,PHASED RIGHT INC DBA NEI ELECTRIC,5,0,5,0,54,4970,CO,LAKEWOOD,80215,PHASED RIGHT NEI ELECTRIC,
2022,PITEAU ASSOCIATES USA LTD,9,0,11,0,54,7483,CO,PARKER,80138,PITEAU ASSOCIATES LTD,
2022,PORTERCARE ADVENTIST HLTH SYSTEM D/B/A CASTLE ROCK ADVENTIST HOSP,1,0,6,0,62,8224,CO,CASTLE ROCK,80109,PORTERCARE ADVENTIST HLTH SYSTEM D/B/A CASTLE ROCK ADVENTIST HOSP,
2022,REED GROUP MANAGEMENT LLC,10,1,13,1,54,1304,CO,BROOMFIELD,80021,REED GROUP MANAGEMENT,
2022,RM BEDELL & ASSOCIATES PC DBA BROOKSIDE ADVISORS,7,1,31,1,54,6480,CO,BOULDER,80303,RM BEDELL & ASSOCIATES PC BROOKSIDE ADVISORS,
2022,ROESLEIN & ASSOCIATES OF DENVER LL,9,0,24,0,54,8348,CO,DENVER,80233,ROESLEIN & ASSOCIATES OF DENVER LL,
2022,SBSA LLC,34,0,25,0,54,5025,CO,GOLDEN,80403,SBSA,
2022,SDH SYSTEMS LLC,13,1,21,4,54,1589,CO,ENGLEWOOD,80112,SDH SYSTEMS,
2022,SPACE SCIENCE INSTITUTE,1,0,5,0,54,5290,CO,BOULDER,80301,SPACE SCIENCE INSTITUTE,
2022,SPECTRALINK CORPORATION,8,0,19,1,33,1188,CO,BOULDER,80301,SPECTRALINK CORPORATION,
2022,SRK CONSULTING US INC,1,0,8,0,54,6430,CO,DENVER,80202,SRK CONSULTING US,
2022,STEPPING STONES GROUP LLC SUCCESSOR IN INTEREST OF ALPHAVISTA SERVICES INC,19,0,32,3,62,2181,CO,LAFAYETTE,80026,STEPPING STONES GROUP SUCCESSOR IN INTEREST OF ALPHAVISTA SERVICES,
2022,SUNSET LEARNING INSTITUTE,1,0,8,0,54,4407,CO,CENTENNIAL,80112,SUNSET LEARNING INSTITUTE,
2022,SWIFT BEEF COMPANY A JBS USA SUBSI,4,0,28,4,31,9412,CO,GREELEY,80634,SWIFT BEEF COMPANY A JBS SUBSI,
2022,T M KILDUFF CONSULTING INC D/B/A K,3,0,17,1,54,9441,CO,DENVER,80202,T M KILDUFF CONSULTING D/B/A K,
2022,TERUMO BCT INC,2,0,8,0,33,5788,CO,DENVER,80215,TERUMO BCT,
2022,THYSSENKRUPP INDUSTRIAL SOLUTIONS,5,1,16,2,54,8155,CO,ENGLEWOOD,80111,THYSSENKRUPP INDUSTRIAL SOLUTIONS,
2022,TRANSPORTATION TECHNOLOGY CENTER I,13,0,26,0,54,384,CO,PUEBLO,81001,TRANSPORTATION TECHNOLOGY CENTER I,
2022,TRANSUNION RENTAL SCREENING SOLUTI,0,0,6,0,56,9271,CO,GREENWOOD VILLAGE,80111,TRANSUNION RENTAL SCREENING SOLUTI,
2022,TRAVELPORT LP,2,0,15,1,56,7250,CO,CENTENNIAL,80112,TRAVELPORT,
2022,TRELLEBORG SEALING SOLUTIONS US INC,0,0,7,0,33,3005,CO,LOUISVILLE,80027,TRELLEBORG SEALING SOLUTIONS US,
2022,TRIMBLE INC,18,0,38,1,33,2192,CO,BROOMFIELD,80021,TRIMBLE,
2022,TRIMBLE TRANSPORTATION ENTERPRISE,63,2,112,2,54,8884,CO,BROOMFIELD,80021,TRIMBLE TRANSPORTATION ENTERPRISE,
2022,TTEC DIGITAL LLC,3,0,23,0,54,3033,CO,ENGLEWOOD,80112,TTEC DIGITAL,
2022,UNIVERSITY OF COLORADO DENVER,109,0,110,3,61,555,CO,DENVER,80045,UNIVERSITY OF COLORADO DENVER,
2022,UNIVERSITY OF DENVER,9,1,6,4,61,4231,CO,DENVER,80210,UNIVERSITY OF DENVER,
2022,UNSUPERVISED COM INC,2,0,5,0,54,9109,CO,BOULDER,80301,UNSUPERVISED COM,
2022,VERTAFORE INC,2,0,20,0,51,776,CO,DENVER,80202,VERTAFORE,
2022,VF OUTDOOR LLC,1,0,11,0,31,4082,CO,DENVER,80202,VF OUTDOOR,
2022,WECHATSYS INC,7,1,7,0,54,545,CO,DENVER,80231,WECHATSYS,
2022,WESTERN UNION LLC,6,1,45,1,52,1550,CO,DENVER,80237,WESTERN UNION,
2022,XERO INC,3,0,7,0,51,932,CO,DENVER,80202,XERO,
2022,XTIVIA INC,12,0,34,2,54,4927,CO,COLORADO SPRINGS,80905,XTIVIA,
2022,YES ENERGY LLC,8,0,15,0,54,9092,CO,BOULDER,80302,YES ENERGY,
2022,ZAYO GROUP LLC,3,0,5,0,99,2549,CO,BOULDER,80301,ZAYO GROUP,
2022,ZIMMER BIOMET SPINE INC,1,0,5,0,33,8290,CO,BROOMFIELD,80021,ZIMMER BIOMET SPINE,
2022,ZYNEX MEDICAL,2,0,5,0,33,1963,CO,ENGLEWOOD,80112,ZYNEX MEDICAL,
2022,9TO9 SOFTWARE SOLUTIONS LLC,1,0,16,0,54,6747,CT,EAST BERLIN,6023,9TO9 SOFTWARE SOLUTIONS,
2022,ALLEXCEL INC,7,0,15,0,54,5386,CT,WEST HAVEN,6516,ALLEXCEL,
2022,AMERICAN CLADDING TECHNOLOGIES  INC,6,0,6,0,33,7663,CT,EAST GRANBY,6026,AMERICAN CLADDING TECHNOLOGIES,
2022,AQR CAPITAL MANAGEMENT LLC,10,0,20,0,52,7414,CT,GREENWICH,6830,AQR CAPITAL MANAGEMENT,
2022,AVANGRID SERVICE COMPANY,0,0,8,0,22,6408,CT,ORANGE,6477,AVANGRID SERVICE COMPANY,
2022,BERKLEY INSURANCE COMPANY,5,0,17,1,52,4325,CT,GREENWICH,6830,BERKLEY INSURANCE COMPANY,
2022,BIOINFO SYSTEMS LLC,4,0,12,2,54,9860,CT,HARTFORD,6106,BIOINFO SYSTEMS,
2022,BIOXCEL THERAPEUTICS INC,4,0,18,1,32,6754,CT,NEW HAVEN,6511,BIOXCEL THERAPEUTICS,
2022,BOEHRINGER INGELHEIM FREMONT INC,1,1,6,0,32,7600,CT,RIDGEFIELD,6877,BOEHRINGER INGELHEIM FREMONT,
2022,BOEHRINGER INGELHEIM PHARMACEUTICA,40,0,38,0,32,6668,CT,RIDGEFIELD,6877,BOEHRINGER INGELHEIM PHARMACEUTICA,
2022,BRIDGEPORT HOSPITAL,6,0,9,0,62,6554,CT,BRIDGEPORT,6610,BRIDGEPORT HOSPITAL,
2022,BRIDGEWATER ASSOCIATES LP,11,0,27,0,52,7501,CT,WESTPORT,6880,BRIDGEWATER ASSOCIATES,
2022,CARECENTRIX INC,0,0,11,0,62,4103,CT,HARTFORD,6103,CARECENTRIX,
2022,CASTLETON COMMODITIES MANAGEMENT SERVICES LLC,5,0,7,0,52,5991,CT,STAMFORD,6902,CASTLETON COMMODITIES MANAGEMENT SERVICES,
2022,CBIZ ACCOUNTING TAX & ADVISORY OF NEW ENGLAND LLC,52,0,130,3,54,3134,CT,STAMFORD,6901,CBIZ ACCOUNTING TAX & ADVISORY OF NEW ENGLAND,
2022,CENTRAL CONNECTICUT STATE UNIV,6,0,8,0,61,3381,CT,NEW BRITAIN,6050,CENTRAL CONNECTICUT STATE UNIV,
2022,CHANCE RIVER LLC,12,0,5,0,54,5668,CT,STAMFORD,6901,CHANCE RIVER,
2022,CHARTER COMMUNICATIONS INC,34,1,518,3,51,6755,CT,STAMFORD,6901,CHARTER COMMUNICATIONS,
2022,CIGNA HEALTH & LIFE INSURANCE CO,7,0,117,2,52,1071,CT,AVON,6001,CIGNA HEALTH & LIFE INSURANCE CO,
2022,CLOUD DATA SYSTEMS INC,40,1,28,1,54,1660,CT,HARTFORD,6103,CLOUD DATA SYSTEMS,
2022,COLLIERS PROJECT LEADERS USA NE LL,2,0,14,1,54,8602,CT,MADISON,6443,COLLIERS PROJECT LEADERS NE LL,
2022,COLUMBIA IS CONSULTING GROUP INC,3,0,15,1,54,8199,CT,STAMFORD,6901,COLUMBIA IS CONSULTING GROUP,
2022,CONNECTICUT CHILDREN S SPECIALTY GROUP INC,10,0,16,0,62,6900,CT,HARTFORD,6106,CONNECTICUT CHILDREN S SPECIALTY GROUP,
2022,COOPERSURGICAL INC,2,0,8,0,32,2521,CT,TRUMBULL,6611,COOPERSURGICAL,
2022,CRANE CO,0,0,9,0,33,2290,CT,STAMFORD,6902,CRANE CO,
2022,CYIENT INC,39,0,51,1,54,7496,CT,EAST HARTFORD,6108,CYIENT,
2022,CYMA SYSTEMS INC,7,0,55,2,54,3469,CT,MANCHESTER,6042,CYMA SYSTEMS,
2022,DANBURY HOSPITAL,3,0,11,0,62,6597,CT,DANBURY,6810,DANBURY HOSPITAL,
2022,DATTO INC,5,0,8,0,54,6817,CT,NORWALK,6851,DATTO,
2022,DETECT INC,2,0,12,0,42,9848,CT,GUILFORD,6437,DETECT,
2022,DIAMETER HEALTH INC,2,0,11,0,54,9279,CT,FARMINGTON,6032,DIAMETER HEALTH,
2022,EGB SYSTEMS & SOULUTIONS INC,6,0,6,0,54,9619,CT,STAMFORD,6905,EGB SYSTEMS & SOULUTIONS,
2022,ELLINGTON MANAGEMENT GROUP LLC,2,0,6,0,52,1140,CT,OLD GREENWICH,6870,ELLINGTON MANAGEMENT GROUP,
2022,EPHEMERAL SOLUTIONS INC,1,0,5,0,54,1088,CT,MILFORD,6460,EPHEMERAL SOLUTIONS,
2022,ESSEX PRODUCTS GROUP INC,4,0,6,0,32,9430,CT,CENTERBROOK,6409,ESSEX PRODUCTS GROUP,
2022,EVERNORTH ENTERPRISE SERVICES INC,14,0,262,0,52,2455,CT,BLOOMFIELD,6002,EVERNORTH ENTERPRISE SERVICES,
2022,FACTSET RESEARCH SYSTEMS INC,9,0,40,0,54,2547,CT,NORWALK,6852,FACTSET RESEARCH SYSTEMS,
2022,FAIRFIELD UNIV,7,0,6,0,61,6623,CT,FAIRFIELD,6824,FAIRFIELD UNIV,
2022,FRANCHISE WORLD HEADQUARTERS LLC,0,0,9,0,72,1335,CT,MILFORD,6461,FRANCHISE WORLD HEADQUARTERS,
2022,FRONTIER COMMUNICATIONS PARENT INC,3,0,22,0,51,9749,CT,NORWALK,6851,FRONTIER COMMUNICATIONS PARENT,
2022,GAMECHANGE SOLAR CORP,4,0,6,0,42,4598,CT,NORWALK,6855,GAMECHANGE SOLAR CORP,
2022,GARTNER INC,1,0,8,0,52,9750,CT,STAMFORD,6902,GARTNER,
2022,GARTNER INC,6,0,45,0,54,9750,CT,STAMFORD,6902,GARTNER,
2022,GE MED SYSS INFO TECHS INC,0,0,12,0,33,6671,CT,NORWALK,6851,GE MED SYSS INFO TECHS,
2022,GE MEDICAL SYSTEMS LLC,4,0,31,0,33,1618,CT,NORWALK,6851,GE MEDICAL SYSTEMS,
2022,GENERAL ELECTRIC COMPANY,1,0,27,1,33,9340,CT,WINDSOR,6095,GENERAL ELECTRIC COMPANY,
2022,GENERAL ELECTRIC INTERNATIONAL INC,8,0,9,0,33,2940,CT,NORWALK,6851,GENERAL ELECTRIC INTERNATIONAL,
2022,GENERAL REINSURANCE CORPORATION,4,0,32,0,52,3100,CT,STAMFORD,6902,GENERAL REINSURANCE CORPORATION,
2022,GLOBAL ATLANTIC FINANCIAL COMPANY,7,0,12,0,52,8452,CT,HARTFORD,6103,GLOBAL ATLANTIC FINANCIAL COMPANY,
2022,GRAHAM CAPITAL MANAGEMENT LP,2,0,25,1,52,8337,CT,NORWALK,6853,GRAHAM CAPITAL MANAGEMENT,
2022,GSS INFOTECH CT INC,8,0,29,0,54,2821,CT,GLASTONBURY,6033,GSS INFOTECH CT,
2022,HAMILTON SUNDSTRAND CORP DBA COLLI,2,0,12,1,33,3584,CT,WINDSOR LOCKS,6096,HAMILTON SUNDSTRAND CORP COLLI,
2022,HARMAN INTERNATIONAL INDUSTRIES INC,0,0,8,1,33,4306,CT,STAMFORD,6901,HARMAN INTERNATIONAL INDUSTRIES,
2022,HARTFORD FIRE INSURANCE COMPANY,0,0,95,0,52,3750,CT,HARTFORD,6155,HARTFORD FIRE INSURANCE COMPANY,
2022,HARTFORD HEALTHCARE MEDICAL GROUP,12,0,38,0,62,6939,CT,WETHERSFIELD,6109,HARTFORD HEALTHCARE MEDICAL GROUP,
2022,HENKEL US OPERATIONS CORPORATION,1,0,6,0,32,7894,CT,ROCKY HILL,6067,HENKEL US OPERATIONS CORPORATION,
2022,HYPERFINE INC,12,1,37,1,54,9424,CT,GUILFORD,6437,HYPERFINE,
2022,IBG LLC,6,0,13,0,52,2398,CT,GREENWICH,6830,IBG,
2022,INFOMET INC,2,0,6,0,54,9235,CT,CHESHIRE,6410,INFOMET,
2022,INFOWAVE SYSTEMS INC,2,0,16,1,54,1238,CT,ROCKY HILL,6067,INFOWAVE SYSTEMS,
2022,INTERACTIVE BROKERS LLC,6,0,6,0,52,3700,CT,GREENWICH,6830,INTERACTIVE BROKERS,
2022,IPSOS INSIGHT LLC,21,0,18,0,54,3627,CT,NORWALK,6851,IPSOS INSIGHT,
2022,ISG INFORMATION SERVICES GROUP AMERICAS INC,3,0,5,0,54,9443,CT,STAMFORD,6902,ISG INFORMATION SERVICES GROUP AMERICAS,
2022,ITECH SOLUTIONS INC,1,0,5,0,54,4922,CT,FARMINGTON,6032,ITECH SOLUTIONS,
2022,KAYAK SOFTWARE CORPORATION,6,0,5,0,54,460,CT,STAMFORD,6902,KAYAK SOFTWARE CORPORATION,
2022,KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,47,3,20,0,54,5414,CT,HARTFORD,6103,KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT,
2022,LANXESS CORPORATION,2,0,7,0,32,1950,CT,SHELTON,6484,LANXESS CORPORATION,
2022,LIFEVOXEL AI INC,3,1,35,0,54,4254,CT,STAMFORD,6901,LIFEVOXEL AI,
2022,LIGHTBOX EMPLOYER LLC F/K/A ENVIRO,1,0,8,0,51,2395,CT,SHELTON,6484,LIGHTBOX EMPLOYER F/K/A ENVIRO,
2022,LINDE INC,16,0,40,3,32,9050,CT,DANBURY,6810,LINDE,
2022,MAGANTI IT RESOURCES LLC,11,1,12,0,54,1541,CT,NAUGATUCK,6770,MAGANTI IT RESOURCES,
2022,MEDINSTILL DEVELOPMENT LLC,1,0,20,0,56,3086,CT,NEW MILFORD,6776,MEDINSTILL DEVELOPMENT,
2022,MEDTEL.COM INC,2,0,7,0,54,1681,CT,OLD GREENWICH,6870,MEDTEL.COM,
2022,MOTIONRAY INC,4,0,13,2,51,9046,CT,STAMFORD,6901,MOTIONRAY,
2022,NIKTOR LLC,5,1,13,4,54,1661,CT,PLAINVILLE,6062,NIKTOR,
2022,NORTHEAST MEDICAL GROUP INC,10,0,13,0,62,992,CT,STRATFORD,6614,NORTHEAST MEDICAL GROUP,
2022,NORWALK COMMUNITY COLLEGE FDN INC,11,1,5,0,61,293,CT,NORWALK,6854,NORWALK COMMUNITY COLLEGE FDN,
2022,NORWALK HOSPITAL ASSOCIATION,0,0,5,0,62,8853,CT,NORWALK,6850,NORWALK HOSPITAL ASSOCIATION,
2022,NUTECH INFORMATION SYSTEMS INC,22,0,19,0,54,5098,CT,STAMFORD,6905,NUTECH INFORMATION SYSTEMS,
2022,OPTIMUS HEALTH CARE INC,81,0,68,4,62,2166,CT,STRATFORD,6614,OPTIMUS HEALTH CARE,
2022,OTIS ELEVATOR COMPANY,5,0,13,0,33,3389,CT,FARMINGTON,6032,OTIS ELEVATOR COMPANY,
2022,PA COLLINS PE CONSULTING ENGINEER PLLC,16,0,37,2,54,3566,CT,STAMFORD,6902,PA COLLINS PE CONSULTING ENGINEER PLLC,
2022,PCC TECHNOLOGY INC,7,0,8,0,54,803,CT,WINDSOR,6095,PCC TECHNOLOGY,
2022,PERMASTEELISA NORTH AMERICA CORP,1,0,6,1,33,2897,CT,WINDSOR,6095,PERMASTEELISA NORTH AMERICA CORP,
2022,PITNEY BOWES INC,6,0,35,0,33,5050,CT,SHELTON,6484,PITNEY BOWES,
2022,PLUM CREEK ANIMAL MEDICAL CENTER PC,14,0,11,1,54,7978,CT,STAMFORD,6901,PLUM CREEK ANIMAL MEDICAL CENTER PC,
2022,POINT72 ASSET MANAGEMENT LP,6,0,19,0,52,4661,CT,STAMFORD,6902,POINT72 ASSET MANAGEMENT,
2022,POINT72 LP,5,0,27,0,52,5683,CT,STAMFORD,6902,POINT72,
2022,PRICELINE.COM LLC,1,0,29,0,45,2396,CT,NORWALK,6854,PRICELINE.COM,
2022,PROTEIN EVOLUTION INC,30,1,19,1,54,870,CT,GUILFORD,6437,PROTEIN EVOLUTION,
2022,RAPIDO TECHNOLOGIES LLC,13,0,7,0,54,926,CT,FAIRFIELD,6824,RAPIDO TECHNOLOGIES,
2022,RICHBROOK ADVISORS LP,0,0,6,0,52,9919,CT,DARIEN,6820,RICHBROOK ADVISORS,
2022,ROTHSTEIN TAUBER INCORPORATION,10,0,12,0,54,2879,CT,NORWALK,6851,ROTHSTEIN TAUBERORPORATION,
2022,SAGARSOFT INC,10,1,32,4,54,3319,CT,GLASTONBURY,6033,SAGARSOFT,
2022,SCOPUS IT INC,15,1,7,1,54,7732,CT,WESTPORT,6880,SCOPUS IT,
2022,SEMA4 OPCO INC,11,0,8,0,62,9024,CT,STAMFORD,6902,SEMA4 OPCO,
2022,SIGMUND SOFTWARE LLC,4,0,20,0,54,4034,CT,DANBURY,6810,SIGMUND SOFTWARE,
2022,SIGNINSOFT INC,4,0,5,2,54,7535,CT,SHELTON,6484,SIGNINSOFT,
2022,SONIC INFORMATION SYSTEMS INC,15,0,12,0,54,8634,CT,MILFORD,6461,SONIC INFORMATION SYSTEMS,
2022,SOUTHERN CONNECTICUT STATE UNIV,3,0,9,5,61,3115,CT,GUILFORD,6437,SOUTHERN CONNECTICUT STATE UNIV,
2022,SS&C TECHNOLOGIES INC,4,0,33,0,51,9696,CT,WINDSOR,6095,SS&C TECHNOLOGIES,
2022,STANLEY BLACK & DECKER INC,24,0,71,0,33,8860,CT,NEW BRITAIN,6053,STANLEY BLACK & DECKER,
2022,SYNCHRONY BANK,3,0,70,0,52,6737,CT,STAMFORD,6902,SYNCHRONY BANK,
2022,TCA GLOBAL CONSULTANTS INC,2,0,21,0,54,4286,CT,GREENWICH,6830,TCA GLOBAL CONSULTANTS,
2022,TECHIQ IT LLC,9,0,7,1,54,198,CT,NEWINGTON,6111,TECHIQ IT,
2022,TELAID INDUSTRIES,5,1,16,0,54,6415,CT,NIANTIC,6357,TELAID INDUSTRIES,
2022,TEREX ADVANCE MIXER INC,2,0,11,0,33,4818,CT,NORWALK,6850,TEREX ADVANCE MIXER,
2022,TEREX CORPORATION,10,2,25,0,33,1521,CT,NORWALK,6850,TEREX CORPORATION,
2022,THE CT AGRICULTURAL EXPERIMENT STATION,10,1,5,0,54,2102,CT,NEW HAVEN,6504,THE CT AGRICULTURAL EXPERIMENT STATION,
2022,THE HARTFORD STEAM BOILER INSPECTI,0,0,22,0,52,4680,CT,HARTFORD,6103,THE HARTFORD STEAM BOILER INSPECTI,
2022,THE HOSPITAL OF CENTRAL CONNECTICU,0,0,5,0,62,6768,CT,NEW BRITAIN,6050,THE HOSPITAL OF CENTRAL CONNECTICU,
2022,THE LANE CONSTRUCTION CORPORATION,3,0,7,0,23,1150,CT,CHESHIRE,6410,THE LANE CONSTRUCTION CORPORATION,
2022,"THE TAUNTON PRESS, INC.",1009,5,6192,69,51,4442,CT,NEWTOWN,6470,"THE TAUNTON PRESS,.",
2022,TORANA INC,3,0,5,0,54,7178,CT,STAMFORD,6902,TORANA,
2022,TRINITY COLLEGE,3,0,5,0,61,6927,CT,HARTFORD,6106,TRINITY COLLEGE,
2022,TRINITY HEALTH OF NEW ENGLAND PROV,26,0,49,2,62,168,CT,HARTFORD,6105,TRINITY HEALTH OF NEW ENGLAND PROV,
2022,UNIV OF CONNECTICUT HEALTH CENTER,9,1,22,6,61,5543,CT,FARMINGTON,6030,UNIV OF CONNECTICUT HEALTH CENTER,
2022,UNIVERSITY OF CONNECTICUT OFFICE O,68,1,78,6,61,2160,CT,STORRS,6269,UNIVERSITY OF CONNECTICUT OFFICE O,
2022,UNIVERSITY OF HARTFORD,7,0,7,1,61,1360,CT,WEST HARTFORD,6117,UNIVERSITY OF HARTFORD,
2022,USDOT NETWORKS INC,6,0,9,0,54,3263,CT,VERNON ROCKVILLE,6066,USDOT NETWORKS,
2022,VANTAGE SERVICES LLC,6,0,32,4,54,7447,CT,NORWALK,6854,VANTAGE SERVICES,
2022,VB TECHNOLOGIES CORPORATION,11,0,19,1,54,5180,CT,ROCKY HILL,6067,VB TECHNOLOGIES CORPORATION,
2022,VERITION GROUP LLC,10,0,85,0,52,7041,CT,GREENWICH,6831,VERITION GROUP,
2022,VIKING GLOBAL INVESTORS LP,1,0,5,0,52,5118,CT,GREENWICH,6830,VIKING GLOBAL INVESTORS,
2022,WEBILENT TECHNOLOGY INC,4,0,35,0,54,7402,CT,SOUTH WINDSOR,6074,WEBILENT TECHNOLOGY,
2022,WINTEK SOLUTIONS INC,0,0,12,1,54,7873,CT,SOUTH WINDSOR,6074,WINTEK SOLUTIONS,
2022,WORLDQUANT LLC,2,0,20,0,52,4922,CT,OLD GREENWICH,6870,WORLDQUANT,
2022,WSD DIGITAL LLC,5,0,7,0,54,2686,CT,HARTFORD,6103,WSD DIGITAL,
2022,XL GLOBAL SERVICES INC,0,0,20,0,52,7321,CT,STAMFORD,6902,XL GLOBAL SERVICES,
2022,YALE NEW HAVEN HOSPITAL,15,0,31,0,62,6652,CT,NEW HAVEN,6510,YALE NEW HAVEN HOSPITAL,
2022,YALE UNIVERSITY,135,0,87,3,61,6973,CT,NEW HAVEN,6511,YALE UNIVERSITY,
2022,168 TRADING US FUND LP,35,0,121,3,52,3776,DE,WILMINGTON,19801,168 TRADING US FUND,
2022,APPOQUINIMINK SCHOOL DISTRICT,17,1,11,0,61,279,DE,ODESSA,19730,APPOQUINIMINK SCHOOL DISTRICT,
2022,AR SOLUTIONS INC,0,0,15,1,54,6122,DE,CLAYMONT,19703,AR SOLUTIONS,
2022,BARBACANE THORNTON & COMPANY LLP,17,0,56,1,54,9493,DE,WILMINGTON,19810,BARBACANE THORNTON & COMPANY LLP,
2022,BASETWO ARTIFICIAL INTELLIGENCE USA INC,6,0,13,0,54,7607,DE,DOVER,19904,BASETWO ARTIFICIAL INTELLIGENCE,
2022,BAYHEALTH MEDICAL CENTER INC,9,0,7,0,62,4318,DE,DOVER,19904,BAYHEALTH MEDICAL CENTER,
2022,BELL INFO SOLUTIONS LLC,0,0,23,0,54,9638,DE,WILMINGTON,19810,BELL INFO SOLUTIONS,
2022,BERKLEY TECHNOLOGY SERVICES,1,0,8,0,52,6485,DE,WILMINGTON,19809,BERKLEY TECHNOLOGY SERVICES,
2022,BIFFERATO GENTILOTTI LLC,43,1,49,0,54,4508,DE,WILMINGTON,19805,BIFFERATO GENTILOTTI,
2022,BLACKROCK CORPORATION US INC,4,0,19,1,52,3218,DE,WILMINGTON,19809,BLACKROCK CORPORATION US,
2022,BLACKROCK FINANCIAL MANAGEMENT INC,93,1,297,2,52,6691,DE,WILMINGTON,19809,BLACKROCK FINANCIAL MANAGEMENT,
2022,BLACKROCK INDEX SERVICES LLC,1,0,6,0,52,9442,DE,WILMINGTON,19809,BLACKROCK INDEX SERVICES,
2022,BLACKROCK INSTITUTIONAL SERVICES INC,0,0,7,0,52,151,DE,WILMINGTON,19809,BLACKROCK INSTITUTIONAL SERVICES,
2022,BLACKROCK INVESTMENT MANAGEMENT LLC,9,0,27,0,52,9476,DE,WILMINGTON,19809,BLACKROCK INVESTMENT MANAGEMENT,
2022,CHRISTIANA CARE HEALTH SERVICES INC,17,0,55,2,62,3684,DE,NEWARK,19718,CHRISTIANA CARE HEALTH SERVICES,
2022,CLINPHARMA CLINICAL RESEARCH LLC,7,0,43,1,54,3994,DE,WILMINGTON,19801,CLINPHARMA CLINICAL RESEARCH,
2022,CMY SOLUTIONS LLC,5,2,12,0,54,1623,DE,NEWARK,19702,CMY SOLUTIONS,
2022,DATASTACK TECHNOLOGIES LLC,9,0,5,0,54,8070,DE,CLAYMONT,19703,DATASTACK TECHNOLOGIES,
2022,DELASOFT INC,4,0,20,2,54,2358,DE,NEW CASTLE,19720,DELASOFT,
2022,DOW CHEMICAL COMPANY,31,0,17,6,54,5128,DE,WILMINGTON,19805,DOW CHEMICAL COMPANY,
2022,DUPONT SPECIALTY PRODUCTS USA LLC,4,0,11,0,32,8836,DE,WILMINGTON,19805,DUPONT SPECIALTY PRODUCTS,
2022,ENVISION INFOSOLUTIONS INC,8,0,6,0,54,7738,DE,NEWARK,19702,ENVISION INFOSOLUTIONS,
2022,FORCEBEYOND LLC,4,0,15,0,54,8728,DE,NEW CASTLE,19720,FORCEBEYOND,
2022,GAZELLE INFO TECHNOLOGIES INC,4,0,10,0,54,2963,DE,WILMINGTON,19809,GAZELLE INFO TECHNOLOGIES,
2022,GCONOMY STUDIO INC DBA GCONOMY,2,1,8,0,54,1604,DE,MIDDLETOWN,19709,GCONOMY STUDIO GCONOMY,
2022,HEADSTREAM INC,0,0,6,0,54,4906,DE,WILMINGTON,19808,HEADSTREAM,
2022,HEALTHCORE INC,2,0,5,0,52,5660,DE,WILMINGTON,19801,HEALTHCORE,
2022,"ICLOUD CONSULTING SERVICES, INC",3,0,11,0,54,8800,DE,WILMINGTON,19801,"ICLOUD CONSULTING SERVICES,",
2022,INCYTE CORPORATION,7,0,23,0,32,6539,DE,WILMINGTON,19803,INCYTE CORPORATION,
2022,IT RESOURCES INC,20,1,92,7,54,3691,DE,CLAYMONT,19703,IT RESOURCES,
2022,KOOKABURRA FOUNDATION,0,0,6,0,81,1721,DE,WILMINGTON,19801,KOOKABURRA FOUNDATION,
2022,MACINTOSH ENGINEERING INC,14,0,8,1,54,5423,DE,WILMINGTON,19801,MACINTOSH ENGINEERING,
2022,MARLETTE SERVICES INC,1,0,5,0,52,2213,DE,WILMINGTON,19810,MARLETTE SERVICES,
2022,NCTEK LLC,11,0,26,1,54,2283,DE,NEWARK,19711,NCTEK,
2022,NEMOURS FOUNDATION,4,0,26,2,62,4433,DE,WILMINGTON,19803,NEMOURS FOUNDATION,
2022,OTO ANALYTICS INC DBA WOMPLY,6,1,10,1,54,7456,DE,WILMINGTON,19802,OTO ANALYTICS WOMPLY,
2022,PEOPLE TECH GROUP INC,47,4,20,1,54,5984,DE,LEWES,19958,PEOPLE TECH GROUP,
2022,RAAS INFOTEK LLC,15,0,29,0,54,4022,DE,NEWARK,19702,RAAS INFOTEK,
2022,RAPPORT IT SERVICES LLC,3,0,18,0,54,1053,DE,WILMINGTON,19801,RAPPORT IT SERVICES,
2022,RASHID INC,24,1,42,1,54,1958,DE,NEWARK,19713,RASHID,
2022,ROHM AND HAAS ELECTRONIC MATERIALS LLC,2,0,15,0,33,2691,DE,WILMINGTON,19805,ROHM AND HAAS ELECTRONIC MATERIALS,
2022,SALLIE MAE BANK,17,0,11,0,52,6134,DE,NEW CASTLE,19720,SALLIE MAE BANK,
2022,SAP LABS LLC,36,1,130,0,54,2542,DE,CLAYMONT,19703,SAP LABS,
2022,SAVIO GROUP INC,20,0,129,3,54,9838,DE,HOCKESSIN,19707,SAVIO GROUP,
2022,SIMWELL INC,7,0,15,0,54,5708,DE,NEWARK,19713,SIMWELL,
2022,SMART DEVELOPER INC,12,0,69,4,54,7084,DE,CLAYMONT,19703,SMART DEVELOPER,
